name,ingredients,health-info,diet,image
Grainy Mustard Sauce,"['1/4 cup low-fat mayonnaise', '2 tablespoons whole-grain mustard', 'Freshly ground pepper to taste', '1/4 cup low-fat plain yogurt']","['Sugar-Conscious', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/86f/86fa5910f81830d70f836f9067efdd70.jpg
Low-fat roasties,"['800g roasting potatoes, quartered', '1 garlic clove, sliced', '200ml vegetable stock (from a cube is fine)', '2 tbsp olive oil']","['Sugar-Conscious', 'Vegan', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free', 'Immuno-Supportive']",[],https://www.edamam.com/web-img/39b/39b6281220d060b4fe974f30a8d09a95.jpg
Low Fat Oatmeal Banana Bread,"['1 1/4 cup all-purpose flour', '1/2 cup packed brown sugar', '1/2 tsp salt', '1/2 tsp baking soda', '1/4 tsp baking powder', '1/2 tsp cinnamon', '3 tsp canola or walnut oil', '1 large egg, beaten', '2 medium egg whites, beaten', '3 large bananas, ripe', '1 cup uncooked old fashioned oats']","['Vegetarian', 'Peanut-Free', 'Alcohol-Free']",['Low-Fat'],https://www.edamam.com/web-img/21a/21a2658943f25e533d121216531bd7a1.jpg
Low-Fat Blue Cheese Dressing,"['1/2 cup crumbled blue cheese', '1/4 cup reduced-fat (2 percent) Greek yogurt', '1/4 cup whole milk', '1/2 teaspoon red-wine vinegar', '1/4 teaspoon coarse salt', '1/4 teaspoon freshly ground pepper']","['Sugar-Conscious', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/90f/90f0a74d36f5ac35db5fae57941ab67c.jpg
Low-Fat Carrot Ginger Soup,"['1 package frozen carrots', '1 1/2 cup hot water', '1 cube vegetable or chicken bouillon', '1/2 cup of skim milk', '1 tsp ginger, grated', '1 tsp honey']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Fat'],https://www.edamam.com/web-img/fc3/fc317e5344553743bd456c47e5d217da.jpg
Low-Fat Mac and Cheese with Peas,"['3 cups uncooked small macaroni', '1/2 tablespoon unsalted butter', '1 small onion, finely chopped', '2 3/4 cups low-fat (2%) milk', '2 tablespoons cornstarch', '1 (10 oz.) box frozen baby peas, thawed', '1 teaspoon kosher salt', '2 cups (8 oz.) low-fat Cheddar', '1/4 cup finely grated Parmesan', 'Black pepper, to taste']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/73f/73f08a28318c0241cecde1a97c54ee3b.jpg
Creamy Tomato Soup with Low-Fat Grilled Cheese Croutons,"['1/4 Cup canola oil', '1 1/2 Cup yellow onion, chopped', '1/2 Cup carrot, chopped', '2 Tablespoons garlic, finely chopped', '4 Cups water', ""1 carton (thirty-three and a half ounces) tomato sauce, such as Hunt's® Tomato Sauce"", ""2 cans (six ounces each) tomato paste, such as Hunt's® Tomato Paste"", '1 can (twelve-ounce) low fat evaporated milk', '2/3 Cups Parmigiano-Reggiano cheese, grated', '8 slices of whole grain bread', '8 slices of part-skim Cheddar cheese slices']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/9d2/9d2ee2d91edc555dc0e23be761058b2e.jpg
Cindy Francis's Crustless Quiche,"['3 eggs', '16 oz. low-fat cottage cheese', '8 oz. shredded low-fat Cheddar cheese', '10 oz. package frozen spinach or chopped broccoli']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/c0e/c0e7973b297d7a776a8feb799724611e.jpg
Low-fat chicken curry,"['3 skinless chicken breasts, trimmed and cut into bite-size pieces', '4 heaped tsp garam masala powder', '1 tsp salt', '4 garlic cloves, grated', '3cm/1½in piece fresh root ginger, grated', '1 lemon, juice only', '1-2 tsp light olive oil', '3 onions, thinly sliced', '1-2 long green chillies, to taste, finely chopped', '2 green peppers, seeds removed and cut into chunks', '1 tbsp tomato purée', '200ml/7fl oz chicken or vegetable stock', '4 tomatoes, seeds removed, quartered, cut into strips', '½ small bunch coriander, roughly chopped', '2 tomatoes, seeds removed, quartered and finely chopped', 'Half a cucumber, roughly peeled, quartered lengthways, seeds removed and sliced', '1 red onion, finely chopped', '½-1 green chilli, finely chopped', '2 limes, juice and zest', '½ small bunch coriander, leaves and stalks finely chopped', 'Pinch salt', 'Cooked rice']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/13e/13e544c7de064adb2cb942455a220ecd.jpg
Mango Smoothie,"['1 cup chopped ripe mango', '1/2 cup low-fat milk', '1/2 cup ice', '1/4 cup plain low-fat yogurt', '1 tablespoon honey']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Fat'],https://www.edamam.com/web-img/cf2/cf2a36cbd5a683cfa560bbeaa6da7168.jpg
Low-Fat Raspberry-Corn Muffins,"['Cooking spray', '1 1/2 cups all-purpose flour', '2 1/2 cups yellow cornmeal', '1 1/2 cups sugar', '1 tablespoon baking powder', '3/4 teaspoon salt', '2 cups low-fat buttermilk', '1/2 cup apricot nectar', '3 tablespoons grapeseed oil', '2 teaspoons vanilla extract', '1 teaspoon orange zest', '4 large egg whites', '2 cups frozen raspberries']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/c91/c91aa14b7e6ca4c3b3cf3c88dc7595e4.jpeg
"Cornflakes, Low-Fat Milk, and Berries recipes","['2 cups cornflakes', '1 cup 1% low-fat milk', '1 cup fresh or frozen berries (thawed)']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Fat'],https://www.edamam.com/web-img/704/7041c3f3a405ca57c221bc7057394b75
Spicy Low-Fat Chicken Patty,"['1 1/4 lb boneless, skinless chicken breast', '1/2 bunch scallions, finely chopped', '1/2 cup chopped fresh cilantro leaves', '1 1/2 tbsp fresh ginger', '2 x garlic cloves', '1 tsp grainy mustard', '1 tsp Vietnamese chili paste', '3 x eggs whites', '1 1/4 cup quick-cooking oats', '1 tsp kosher salt', '1/2 tsp black pepper', 'Juice of 1 lemon or lime']","['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/ff9/ff94d8bff7362644638f220634a60b69.jpg
Low-Fat Italian Spaghetti and Meatballs,"['MEATBALLS:', '2 onions, chopped', '1/4 cup chopped parsley', '3 cloves garlic, minced', '2/3 cup fresh bread crumbs', '1/4 cup fat-free milk', '1 egg, lightly beaten', '2 teaspoons italian seasoning', '1/4 teaspoon salt', '1/2 pound extra-lean ground round beef', '1/2 pound ground turkey breast', '2 teaspoons olive oil', 'SAUCE:', '2 cans (28 ounces each) tomato sauce', '1 can (15 ounces) diced tomatoes', '2 tablespoons sugar', '2 tablespoons italian seasoning', '12 ounces spaghetti']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/488/48877ad970562ca036079248da1b990c.jpg
Low-Fat Warm Eggnog,"['2 Cups nonfat milk', '2 strips of orange and lemon zest', '1 vanilla bean', '2 large eggs', '1 egg yolk', '1/3 Cup sugar', '1 Tablespoon cornstarch', '1 Ounce rum or burbon (optional)', '1 Dash of freshly grated nutmeg, for garnish']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free']",[],https://www.edamam.com/web-img/aa4/aa4caf19df485778e443c1198f0747e4.jpg
Low-Fat Fettuccine Alfredo,"['3/4 lb. dried fettucine', '1 large head of broccoli, cut into florets', '1 tbsp. butter', '1 tbsp. extra-virgin olive oil (plus more to coat pasta)', '1 large onion, sliced into half moons', 'Kosher salt, to taste', 'Pinch of granulated sugar (optional)', '1 c. plain, unsweetened Greek yogurt (preferably 2% or full-fat)', '1 c. Parmesan cheese, grated', '1/2 lemon']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/5b1/5b10d862a973b6ef3aa72ddecad850e4.jpg
Low-Fat Twice-Baked Potatoes,"['6 Idaho potatoes (8 ounces each) Potatoes Baking $1.69 thru 11/28', '1 tablespoon olive oil', '4 small cloves garlic, minced', '8 medium shallots, minced (2/3 cup)', '6 tablespoons nonfat ricotta cheese', '6 tablespoons skim milk', '1 1/2 teaspoons salt', '1/4 teaspoon freshly ground black pepper', '4 ripe medium tomatoes, seeded, cut into 1/4-inch dice', '1 tablespoon roughly chopped fresh marjoram (basil or oregano can be substituted)']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/d7e/d7eb79e8f281c1c178ddd35cd2b21815.jpg
Low-fat chicken and mushroom pie,"['3 large portobello mushrooms', '30g/1oz dried porcini mushrooms, soaked in 200ml/7fl oz boiling water for 20 minutes', 'Sea salt and black pepper', '200g/7oz button mushrooms, cleaned and trimmed', '500ml/18fl oz fresh chicken stock', '1 bay leaf', '500g/1lb 2oz waxy potatoes, peeled', '2 tsp olive oil', '1 onion, chopped', '1 leek, chopped', '2 skinless chicken breasts, trimmed and sliced', '1 tbsp plain flour', '½ bunch tarragon, leaves finely chopped']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/8b5/8b55cd963c71795eafb17e6df3dab2b4.jpg
Nicole’s Walnut-Tarragon Chicken Salad,"['Kosher salt', 'Pepper', '3 to 4 cups cooked chicken, shredded (about a 4 pound roast chicken)', '½ cup low-fat Greek yogurt', '1/3 cup low-fat mayonnaise', '1 tablespoon finely chopped tarragon', '½ cup roughly chopped walnuts']","['Sugar-Conscious', 'Peanut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/6e7/6e7aa3dfe61f91710e1ad056686f4c32.jpg
Low-Fat Tartar Sauce,"['⅓ c. light mayonnaise', '⅓ c. plain nonfat yogurt', '1 tbsp. chopped fresh parsley leaves', '1 tbsp. drained capers', '1 tsp. Dijon mustard with seeds', '1 pinch ground red pepper (cayenne)']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/12d/12d497ca609a8daad13bd87b3903ea69.jpg
Low-Fat Eggnog,"['2 cups nonfat milk', '2 large strips orange and/or lemon zest', '1 vanilla bean', '2 large eggs plus 1 egg yolk', '1/3 cup sugar', '1 teaspoon cornstarch', 'White rum or bourbon (optional)', 'Freshly grated nutmeg, for garnish']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free']",[],https://www.edamam.com/web-img/44c/44c23daa586c12fcaa366902f8ab60bb.jpeg
Malted Milk Shake recipes,"['1/4 cup chocolate-covered malt balls, coarsely chopped', '1 cup low-fat milk', '1/4 cup malted-milk powder', '1 pint low-fat vanilla frozen yogurt']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/21a/21a17249f77a0d86fd94d489de07ddab
Peanut Butter and Grape Smoothie,"['1 tablespoon peanut butter', '1 1/2 cups frozen seedless grapes', '1/2 banana, sliced', '1/2 cup low-fat Greek yogurt', '1/2 cup almond milk, or regular low-fat milk']","['Vegetarian', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/40a/40a32177f53d8837f52e0836094f239f.jpg
Low-Fat Chocolate Pudding,"['2 Cups whole milk', '1 Tablespoon butter', '1/2 Cup superfine sugar', '2 Tablespoons unsweetened cocoa powder', '2 Tablespoons cornstarch', '1 Teaspoon vanilla extract']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/8cd/8cd2816a8a4b8607bac20441e8708ef7.jpg
Low-fat turkey Bolognese,"['400g lean turkey mince (choose breast instead of thigh mince if you can, as it has less fat)', '2 tsp vegetable oil', '1 large onion, chopped', '1 large carrot, chopped', '3 celery sticks, chopped', '250g pack brown mushroom, finely chopped', 'pinch of sugar', '1 tbsp tomato purée', '2 x 400g cans chopped tomato with garlic & herbs', '400ml chicken stock, made from 1 low-sodium stock cube', 'cooked wholemeal pasta and fresh basil leaves (optional), to serve']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/5a1/5a164ad0ed649da875052d3b8f4bbea1.jpg
Low-Fat Strawberry-Cinnamon Muffins,"['1 1/2 cups all-purpose flour', '1/2 cup sugar', '2 1/2 teaspoons baking powder', '1 teaspoon ground cinnamon', '1/4 teaspoon salt', '2/3 cup vanilla fat-free yogurt', '1/4 cup butter, melted', '3 tablespoons 1% low-fat milk', '1 large egg, lightly beaten', 'Cooking spray', '1/4 cup strawberry jam', '1 tablespoon sugar', '1/2 teaspoon ground cinnamon']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/25d/25d63101850e5305e5bd185baf5a0933.jpg
Low-fat minced beef and potato pies,"['1 medium onion, finely diced', '2 small carrots, peeled and diced', '2 celery sticks, trimmed and finely sliced', '250g/9oz lean minced beef (less than 10% fat)', '1 tbsp tomato ketchup', '1 tbsp brown sauce', '½ tbsp worcestershire sauce', '1 tbsp plain flour', '½ tsp hot chilli powder', '½ tsp dried chilli flakes (optional)', '½ tsp freshly ground black pepper', '200g/7oz floury potatoes, preferably king edwards or maris pipers, peeled and cut into 1.5cm/¾in cubes', '300ml/½ pint beef stock, made with 1 beef stock cube', '75g/3oz frozen peas', '2 x 145g/5¼oz packets pizza base mix', 'About 200ml/7fl oz lukewarm water', 'Plain flour, for kneading and rolling', '1–2 tbsp semi-skimmed milk']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/409/40974949433dd9127383883aceba3153.jpg
Spelt or Kamut Tortillas,"['1 cup spelt or kamut flour, plus more for surface', '1/4 teaspoon baking powder', '1/4 teaspoon coarse salt', '3 tablespoons low-fat sour cream', '1/3 cup low-fat buttermilk']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Fat'],https://www.edamam.com/web-img/3fb/3fbf0ca9e80222c74cfa80a35ff8be72.jpg
Low Fat Christmas Pudding,"['* 1tsp mixed spice', '* 115g (4oz) grated carrot', '* 4tbsps brandy or rum for reheating', '* 50g (2oz) fresh breadcrumbs', '* 75g (3oz) cherries', '* 2tbsp molasses or cane sugar syrup', '* 75g (3oz) sultanas', '* 4tbsps skimmed milk', '* Â½ tsp ground cinnamon', '* 2 eggs beaten', '* 4tbsp brandy, rum or beer', '* 75g (3oz) currants', '* 75g (3oz) plain flour', '* 50g (2oz) brown sugar', '* grated zest of Â½ lemon and orange', '* 115g (4oz) raisins', '* 115g (4oz) grated apple', '* 2 teaspoons gravy browning', '* 1tbsp lemon juice']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free']",['Low-Fat'],https://www.edamam.com/web-img/2ac/2acc6fd1865fb531ae913c122882f081.jpg
Mini Grilled Artichoke Hearts with Low Fat Spinach and Artichoke Dip,"['2 (14-ounce) cans extra small artichoke hearts, packed in water, drained and patted dry (recommended: Reese)', '1 tablespoon olive oil', '1/2 onion, finely diced', '1 cup fresh spinach, cut into julienne', '1 cup Greek yogurt (recommended: Fage 2 percent)', '1/2 cup shredded low-fat mozzarella cheese', '4 tablespoons Parmesan', '3 tablespoons fresh basil, cut into julienne', 'Dash ground nutmeg', 'Salt and freshly ground pepper']","['Sugar-Conscious', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free', 'Immuno-Supportive']",[],https://www.edamam.com/web-img/a27/a2796347a8fac84f57f62a05768aedbf.jpeg
Low-Fat Chef's Salad recipes,"['1 (4 oz.) boneless, skinless chicken breast half', '1/8 teaspoon salt', 'ground black pepper', '2 strips turkey bacon', '2 ounces sliced low-fat Swiss cheese, cut into slivers', '2 ounces reduced-fat yellow Cheddar cheese, sliced into slivers', '0.5 ounce sliced turkey pepperoni, cut into slivers', '4 radishes, thinly sliced', '1 large tomato, trimmed and cut into 1/2-inch dice', '1 small cucumber, peeled and thinly sliced', '1 carrot, peeled and shredded', '1 (7 or 8 oz.) bag baby romaine', '1 tablespoon olive oil', '1 tablespoon balsamic vinegar']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/fdf/fdf4b5262fcb15eca6c10b4de1e60b64
Low-Fat Chocolate Pudding,"['1/3 cup agave nectar or packed light brown sugar', '2 tablespoons cornstarch', 'Pinch of salt', '2 12-ounce cans fat-free evaporated milk', '2 large egg whites, lightly beaten', '1 tablespoon plus 1 teaspoon vanilla extract', '2 tablespoons white chocolate chips', '1/4 cup unsweetened cocoa powder', '2 tablespoons semisweet chocolate chips, plus more for topping']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/7c5/7c504d3b3e5f6ffbc94d396c5c06bdf7.jpeg
Low-fat beef and bean burrito with lime yoghurt,"['100g/3½oz plain flour, plus extra for dusting', '100g/3½oz plain wholemeal flour', 'Pinch salt', 'Drizzle oil', '½ red onion, thinly sliced', '1 red pepper, deseeded and thinly sliced', '½ tsp ground allspice', '1 tsp smoked paprika', '1 tsp cumin seeds', '2 sirloin steaks (approximately 200g/7oz each), fat removed, cut into bite-sized pieces or strips', '½ tbsp olive oil', '100ml/3½fl oz fat-free yoghurt', '1 lime, juice only', '1 tsp olive oil', '2 garlic cloves, peeled and sliced', '2 tsp cumin seeds', '1 x 400g/14oz tin black beans, partially drained', '2 ripe tomatoes, seeds removed and finely chopped', '¼-½ red onion (depending on size), finely chopped', '1 red chilli, finely chopped', '1 lime, zest and juice', '1 small iceberg lettuce, shredded']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/d95/d9525356a9b9be035a20e82f88b71ef4.jpg
Fresh Muesli with Apple and Almonds recipes,"['3/4 cup old-fashioned roasted oats', '1/4 cup sliced almonds', '1/2 cup plain low-fat (1 percent) Greek yogurt', '1/2 cup low-fat (1 percent) milk', '1/2 diced apple', '2 to 4 tablespoons honey']","['Vegetarian', 'Peanut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/93c/93cb3a04bbc881bfeb1acf2eddcec2a2
Sneaky Chef Strawberry Short Shake,"['1/2 Cup low-fat milk', '1/4 Cup low-fat cottage cheese', '1/4 Cup low-fat strawberry yogurt', '8 strawberries, fresh or frozen', 'Handful of ice, if not using frozen strawberries', '2 whole-grain mini waffles, toasted']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/28a/28abc6a63df05db2586ab83c55a94a72.jpg
Sexy Low-Fat Vanilla Cupcakes Recipe,"['½ cup vanilla soy yogurt', '2⁄3 cup vanilla or plain soy milk', '¼ cup applesauce', '3 tablespoons canola oil', '¾ cup granulated sugar', '1 ½ teaspoons vanilla extract', '1 ¼ cup all-purpose flour', '2 tablespoons cornstarch', '¾ teaspoon baking powder', '½ teaspoon baking soda', '¼ teaspoon salt', '1 cup confectioners’ sugar, sifted', '1-3 teaspoons of soy milk or 1 tablespoon flavored syrup (like the kind used for flavoring lattes and Italian sodas)', '½ cup seedless, smooth spreadable fruit or other preserves', '1 cup fresh fruit or berries, washed, patted dry and thinly sliced if necessary']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/d59/d59acfef21f7939e8790c28619f86186.jpg
Low-Fat Gingerbread with Warm Citrus Sauce,"['1 c. dark molasses', '8 oz. nonfat sour cream', '2 tbsp. butter or margarine', '¼ c. packed brown sugar', '1 large egg', '1 tbsp. ground ginger', '1 tsp. baking soda', '1 tsp. salt', '2 c. all-purpose flour', '½ c. chopped candied ginger', '½ c. sugar', '1 tbsp. cornstarch', '1 c. water', '1 tbsp. butter or margarine', '1½ tsp. freshly grated lemon peel', '3 tbsp. fresh lemon juice', '2 navel oranges']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/5d0/5d0fab844fa35ceb6f3e66f952b2c86f.jpg
Low-fat chicken biryani,"['3 garlic cloves , finely grated', '2 tsp finely grated ginger', '¼ tsp ground cinnamon', '1 tsp turmeric', '5 tbsp natural yogurt', '600g boneless, skinless chicken breast , cut into 4-5cm pieces', '2 tbsp semi-skimmed milk', 'good pinch saffron', '4 medium onions', '4 tbsp rapeseed oil', '½ tsp hot chilli powder', '1 cinnamon stick , broken in half', '5 green cardamom pods , lightly bashed to split', '3 cloves', '1 tsp cumin seed', '280g basmati rice', '700ml chicken stock', '1 tsp garam masala', 'handful chopped coriander leaves']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/721/721087aa8c0c37abb5ff34244e3062ed.jpg
Low-Fat Custard recipes,"['1 1/2 cups 2% milk', '3 tablespoons sugar', '1 tablespoon cornstarch', '1 large egg & 1 egg yolk', '1 large egg & 1 egg yolk']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/2f2/2f2350a4084f11b1f9f0d6c4249bee2c
Spinach and Feta Egg Scramble,"['4 Eggland’s Best eggs', '1 ½ tablespoons low-fat milk', '½ tablespoon butter', '1 cup spinach, chopped', '½ cup low-fat feta cheese, crumbled']","['Sugar-Conscious', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free', 'Immuno-Supportive']",['Low-Carb'],https://www.edamam.com/web-img/1e5/1e58ca6bad8f07d0804c0a205b2c35a5.jpg
