name,ingredients,health-info,diet,image
Sneaky Shamrock Spinach Crackers recipes,"['1 & 1/4 cups (5 oz) 100% whole wheat flour', '1 & 1/2 tbsp sugar', '1/4-1/2 tsp kosher salt, plus extra for sprinkling on', '1 tsp dried dill weed (or other herbs/spices of choice)', '4 tbsp Earth Balance (I used soy-free)', '1/4 cup + 2 tbsp water', '1 cup fresh spinach (30 grams)']","['Sugar-Conscious', 'Vegan', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/5d2/5d215428f07447f97d419d110b4db43e
Sesame & Soy-Brined Chicken,"['1½ cups water', '3 tablespoons tamari or soy sauce', '1 teaspoon toasted sesame oil', '1 tablespoon rice vinegar', '1 tablespoon sugar', '4 half or 2 whole boneless, skinless chicken breasts (preferably antibiotic free and organic)', 'Drizzle extra virgin olive oil', '1 tablespoon sesame seeds', 'Handful fresh cilantro']","['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/313/313c6ed2d4423b771288176cdadfa4ca.jpg
Soy Sticks,"['1 pound extra-firm tofu', 'Coarse salt', 'Freshly ground pepper', 'Ketchup, mustard, or mayonnaise, for serving']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/b28/b2842ec511b2fdfa62926f10cc6c8f04.jpg
Marinated Grilled Chicken recipes,"['1/2 cup soy sauce (use gluten-free soy sauce for GF option)', '1/3 cup olive oil', 'juice from one large lemon', '2 tablespoons honey', '1 tablespoon garlic salt', '1 teaspoon oregano', '6 boneless, skinless chicken breasts']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['High-Protein', 'Low-Carb']",https://www.edamam.com/web-img/ca1/ca10027dc8e383b89e99367b31ffe837
Steel-Cut Oatmeal With Soy Milk,"['2 cups water', '2 cups soy milk or skim milk', '1 cup steel-cut oats', '1 cup fresh berries', '1 cup plain fat-free Greek yogurt', '1/4 cup sliced raw almonds']","['Vegetarian', 'Peanut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/5db/5db952c65ce4985f10f95cf94677fe9c.jpg
Spicy Ginger Garlic Soy Tofu | Good Habits and Guilty Pleasures recipes,"['1/4 c rice wine or dry sherry', '2 t rice vinegar', '1/4 c soy sauce (use a wheat-free version for gluten-free)', '1 t toasted sesame oil', '2 garlic cloves, minced', '1 t minced fresh ginger', '1/2 c sugar', '1 lb extra-firm tofu, patted thoroughly dry and cut into 2 x 2 x 1/3-inch pieces', '2 T vegetable oil', '1/2 c thinly sliced white onion', '4 or more dried small red chilies (optional)', '5 scallions, white and light green parts only, thinly sliced']","['Vegan', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free']",['Balanced'],https://www.edamam.com/web-img/98d/98d3cb5b76fbf828af4d0dc419cabd20
Gwyneth Paltrow’s Life-Changing Avocado Toast,"['1 slice toast', '1/2 ripe avocado, sliced', '2 Tablespoons soy-free vegan mayonnaise', '1/2 Teaspoon crushed red pepper flakes', '1 wedge lemon', 'Kosher salt', 'Freshly ground black pepper']","['Sugar-Conscious', 'Vegan', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/6be/6be6b6f992498e16be5318fccd6eb760.jpg
'Guilt-free gourmet' sticky toffee pudding,"['225g/8oz dates, pitted and chopped', '200ml/7fl oz boiling water', '100ml/3½oz rice milk', '90g/3¼oz dairy-free butter (such as sunflower spread)', '150g/5½oz coconut palm sugar', '3 free-range eggs', '2 tbsp date syrup', '180g/6oz gluten-free flour or rice flour, plus extra for flouring the moulds', '1 tsp baking powder', '1 tsp bicarbonate of soda', '1 tsp vanilla extract', 'Pinch sea salt', '100g/3½oz dairy-free butter (such as sunflower spread)', '175g/6oz coconut palm sugar', '1 tbsp blackstrap molasses', '100ml/3½oz maple syrup', '230ml/8oz soy cream, plus extra to serve', '½ tsp vanilla extract', 'Pinch of sea salt']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/60e/60ec86d3d467c0582955fe2a234eec54.jpg
Gluten-Free Hamburger Buns,"['10 oz Aherns all-purpose gluten-free flour', '5 oz Almond Flour', '5 oz Potato Flour', '3.5 oz Soy Milk', '9 oz Water', '1 tsp Yeast', '1 tsp Guar Gum', '2 tsp Unsalted Butter', '2 x Eggs', '1 1/2 tsp Kosher Salt', '1 x well-beaten (optional)', '1/4 cup Sesame Seeds (optional)']","['Vegetarian', 'Peanut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/759/759244fff671aa2c4225f701eddac546.jpg
Honey Mustard Chicken Wings recipes,"['8 cloves garlic, peeled and crushed', '2 Tbsp honey', '2 Tbsp Dijon mustard', '1 Tbsp tamari soy sauce (or 1 1/2 Tbsp regular soy sauce, use gluten-free soy sauce or tamari for gluten-free version)', '2 Tbsp lemon juice', '1/4 cup olive oil', '2 teaspoons salt', '1 teaspoon freshly ground pepper', '20 chicken wing drummettes']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/f1e/f1e5978cc3fdde242c1043b045ca84da
Shrimp Fried Rice Recipe,"['8 oz small uncooked shrimp, shelled and deveined', '1/4 tsp salt', 'Freshly ground black pepper', '1/2 tsp Cornstarch', '2 tbsp cooking oil - divided', '3 x eggs, beaten in a small bowl', '2 stalk scallion or green onion, minced', '4 cup previously cooked leftover rice, grains separated well', '3/4 cup frozen carrots and peas, defrosted', '1 tbsp soy sauce - use gluten-free soy sauce if you are making a gluten-free version', '1 tsp Sesame Oil']","['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Fat'],https://www.edamam.com/web-img/251/2515a6010b9345266c79fcfd0a56d7cf.jpg
Easy Paleo Beef with Broccoli,"['1 pound skirt steak, beef flap sirloin tips', '2 tablespoons coconut aminos (soy-free soy sauce)', '1/2 teaspoon coarse sea salt', '1 tablespoon toasted sesame oil', '1/4 teaspoon ground black pepper', '1 teaspoon arrowroot starch/powder', '1/4 teaspoon baking soda', '12 ounces broccoli florets', '1.5 tablespoons chopped garlic cloves', '0.5 tablespoons finely chopped fresh ginger root', '2 tablespoons coconut aminos', '1 tablespoon Red Boat fish sauce', '2 teaspoons toasted sesame oil', '1/4 teaspoon ground black pepper', 'Cooking fat, Ghee (clarified butter) or Avocado oil']","['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/217/21788d7f58c5171f33bf7a607679503a.jpg
Blueberry-Pomegranate Smoothie,"['2/3 cup frozen blueberries (unthawed)', '1/2 cup fat-free French vanilla yogurt (we used Stonyfield)', '1/3 cup vanilla soy milk', '1/4 cup pomegranate juice']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Fat'],https://www.edamam.com/web-img/d7e/d7ef13cf60a8dce1fd9a39fc6ced2a14.jpg
Espresso Soy Milk Shake recipes,"['2 tablespoons fat-free chocolate syrup', '2 1/8 teaspoons instant espresso granules or instant coffee granules, divided', '1 1/2 cups vanilla soy ice cream (such as Soy Dreams)', '1/2 cup low-fat plain soy milk']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/bd1/bd1e85fff3cde858e7e87e09df1ea603
"Easy Flaked Almond ""Tuna"" Salad recipes","['1 cup raw almonds, soaked', '2 celery stalks, finely chopped', '2 green onions, finely chopped', '1 garlic clove, minced', '3 tablespoons vegan mayo (I use soy-free veganaise)', '1 teaspoon Dijon mustard', '1/2-1 tablespoon fresh lemon juice, to taste', '1/4 teaspoon fine grain sea salt, or to taste', 'ground black pepper', 'Pinch of kelp granules (optional)', '1 English cucumber, peeled (if desired) and sliced into 1cm rounds (optional)']","['Sugar-Conscious', 'Vegan', 'Vegetarian', 'Peanut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/94f/94f79814472c0829dee328b1721065b0
Chocolate Strawberry Shortcake,"['1 1/2 cups all-purpose flour', '1 cup sugar', '1/3 cup unsweetened cocoa powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 cup coconut milk', '1/2 cup vegetable oil', '2 tablespoons apple cider vinegar', '2 teaspoons vanilla extract', '1 teaspoon instant espresso powder', 'Frosting, recipe follows', '1 1/2 cups hulled and sliced fresh strawberries', 'Confectioners sugar, for garnish, optional', ""4 cups confectioners' sugar, preferably organic"", '1/2 cup margarine (recommended: Earth Balance Organic Soy-Free Non-Hydrogenated Buttery Spread) OR 1/2 cup refined coconut oil, room temperature', '1 tablespoon vanilla extract', '1/4 cup water']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/062/062817eab67e78934848a391a66aaf91.jpeg
Turkey with Marinade,"['1½ c. Dijon mustard', '¾ c. soy sauce', '¾ c. fresh lemon juice (do not discard lemon rinds)', '1 free-range turkey', '2 bunch fresh poultry herbs', '2-3 c. water']","['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']","['High-Protein', 'Low-Carb']",https://www.edamam.com/web-img/13d/13d3fe54c67f058a00a1cfaa2ce6eed0.jpg
Soy Sauce Dressing,"['½ teaspoons usukuchi shoyu (light-colored soy sauce) or regular shoyu (soy sauce)', '1 tablespoon mirin (sweet cooking wine)', '½ cup dashi (fish stock)', '¼ teaspoon salt', '1 teaspoon hot mustard paste (see Notes)']","['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free']",[],https://www.edamam.com/web-img/8a6/8a608203b7913bb0d6a63d7e5df7dcf3.jpg
Low Sugar (Or Sugar-Free) Teriyaki Chicken,"['4 x Chicken Breast boneless skinless', '1/2 cup Soy Sauce', '1/2 cup Water', '1/3 cup Splenda', '1 tbsp Brown Sugar optinal', '1 tbsp Ginger puree', '1 tbsp Garlic puree']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/5e7/5e712b964a534b7fec9fa3f7fc09054a.jpg
"Dairy-Free, Egg-Free Double Chocolate Cupcakes","['For the cupcakes:', '1 cup white whole-wheat flour', '3/4 cup granulated sugar', '1/3 cup cocoa powder', '3/4 teaspoon baking soda', '1/2 teaspoon baking powder', '1/2 teaspoon fine salt', '1 cup soy milk', '2 teaspoons apple cider vinegar', '1/4 cup canola oil', '2 teaspoons pure vanilla extract', 'For the frosting:', '1 3.5-ounce bar semisweet chocolate, chopped', '1/4 cup soy milk', 'raspberries, for garnishing']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/e82/e82b36ef2e38d9908f18aa343f329277.jpg
Gluten-Free Hamburger Buns recipes,"['280 grams Aherns’ all-purpose gluten-free flour', '140 grams almond flour', '140 grams potato flour', '100 grams soy milk (if you use cow’s milk, and your sponge is runny, use less next time)', '165 to 260 grams water', '1 tablespoon yeast', '1 teaspoon guar gum', '2 tablespoons unsalted butter, melted', '2 large eggs', '1 1/2 teaspoons kosher salt', '1 egg, well-beaten (optional)', '1/4 cup sesame seeds (optional)']","['Vegetarian', 'Peanut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/a2e/a2ea10b69db6e622499512f860cb3990
Gluten-Free Chocolate Pumpkin Marble Cupcakes Recipe,"['2 1/2 cups (10 ounces) white rice flour', '1 1/2 cups (10.5 ounces) granulated sugar', '1/2 cup (3 ounces) potato starch', '4 teaspoons ground pumpkin pie spice', '2 teaspoons baking soda', '1 1/2 teaspoons salt', '1 teaspoon xanthan gum', '5 ounces dark chocolate, chopped', '4 large eggs', '3/4 cup (5 1/2 ounces) canola or vegetable oil', '1 (15-ounce) can pure pumpkin (not pumpkin pie filling)', '1/2 cup (4 ounces) water', 'For the Icing', '1 stick (4 ounces) unsalted butter, softened or dairy-free butter replacement', '4 ounces cream cheese, softened or dairy-free cream cheese', '2 cups powdered sugar', '1 tablespoon milk or milk replacement']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/7d4/7d4d202e6617b3b09ee385843f655e32.jpg
Mexican chocolate chickpea brownie,"['1 cup dark chocolate chips or 7 oz broken into pieces', '3 tablespoons coconut oil', '1 shot espresso or 1 Tbsp instant (grain) coffee dissolved with 5 Tbsp hot water', '2 cups cooked and drained chickpeas', '250 milliliters almond milk (or any other dairy-/soy free milk', '5 tablespoons raw cacao or regular cocoa powder', '1.5 cups freshly ground almonds/almond meal', '2 teaspoons baking powder', '1 cup coconut sugar', '1/2 cup honey or maple syrup', '2 tablespoons arrowroot powder or tapioca/potato starch', '1/2 teaspoon chipotle, cayenne or chili powder', '1 teaspoon cinnamon', '1/2 teaspoon salt']","['Vegetarian', 'Peanut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/a50/a508f1c834715f0f9edb6d3a8aaec462.jpg
Quick and Easy Beef and Pepper Stir-fry recipes,"['1 tablespoon oil', '1 pound steak (sirloin or flank), sliced thinly', '1 green pepper, sliced', '3 tablespoons low sodium soy sauce (gluten-free or tamari for gluten-free)', '1 tablespoon sweet soy sauce* (use gluten-free substitute below for gluten-free)', '1 teaspoon chill sauce such as sambal oelek (or to taste)', '2 cloves garlic, grated', '1 teaspoon ginger, grated', '1 tablespoon cornstarch', '1/3 cup beef broth (or water)', '1 teaspoon sesame oil', '1/4 cup green onion, sliced']","['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/91e/91e05430c2b68bfe0658151753798adb
"Gluten-Free Tuesday: Dairy-Free, Egg-Free Coconut-Pumpkin Pie Recipe","['1 recipe gluten-free pie crust, baked and cooled (crumb, allergen-free or classic.)', '1 3/4 cups (1 13.5 ounce can)coconut milk, divided (unsweetened)', '3/4 cup granulated sugar', '4 tablespoons cornstarch', '1 3/4 teaspoons pumpkin pie spice', '1/2 teaspoon salt', '1 can (15 ounces) pumpkin']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/22d/22d8cb1aa0d405301263a4847820ef4e.jpg
Dairy-Free Cornbread,"['2 large eggs', '1 1/2 cups plain soy milk or rice milk', '6 tablespoons granulated sugar', '1 tablespoon baking powder', '1/2 cup corn oil', '1 1/2 cups flour', '1 1/2 cups yellow cornmeal', '1 teaspoon salt', '1/2 teaspoon baking soda']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/575/575f00c9e572aae3e00177bf28417bfa.jpg
Cabbage with Sea Vegetables and Miso Glaze - REAL FOOD Healing Recipe from Mee Tracy McCormick,"['1/2 Head of white cabbage, chopped in thin slices', '1/2 Head of purple cabbage, chopped in thin slices', '1/2 Medium onion, sliced half moons', '1 Teaspoon hydrated hijiki seaweed (let is soak in warm water)', '3 Small cloves of garlic, crushed', '2 Tablespoons olive oil', '1/2 Tablespoon chickpea soy-free miso paste, diluted in 1/4 cup of warm water', '1 Teaspoon coconut aminos (soy sauce replacement)', 'Pinch of sea salt and cayenne pepper (optional)']","['Vegan', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/13c/13c5b6f27d45d82d8bb4f5c20d8ca043.jpg
Strawberry-Banana Soy Smoothie recipes,"['2 cups fresh strawberries, stemmed and halved (about 10 strawberries)', '1 1/2 cups vanilla low-fat soy milk', '1 1/2 tablespoons honey', '1/2 teaspoon vanilla extract', '1 banana, sliced', '1 cup frozen fat-free whipped topping, thawed']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/459/459605e887b7944bb6228d7157eddf6d
Peking Pork Chops,"['6 pork chops', '¼ cup brown sugar, firmly packed', '1 teaspoon ground ginger', '1 teaspoon five-spice powder', '½ cup gluten-free soy sauce', '¼ cup ketchup', '4 garlic cloves, chopped']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/e49/e49b36da1087392d45f41b950d341fee.jpg
Soy-Maple Salmon,"['2 tablespoons low-sodium soy sauce', '2 tablespoons maple syrup', '1 tablespoon fresh orange juice', '3 cloves garlic, smashed', '4 5-ounce skinless center-cut salmon fillets (preferably wild)', '4 cups cauliflower florets (from 1 small head)', '1/4 cup fat-free low-sodium chicken broth (or use water)', 'Cooking spray', 'Kosher salt and freshly ground pepper', '1 tablespoon extra-virgin olive oil', '2 tablespoons dried cranberries', '2 tablespoons chopped pistachios or almonds', '1 teaspoon grated orange zest', '2 tablespoons chopped fresh parsley']","['Peanut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/038/038b407373e4ca7d645e7d3eb8692730.jpeg
Gluten-Free Corn Bread Stuffing,"['1 loaf corn bread', '1 cup pecans', '3 leeks (about 1/2 pound; white and pale green parts only)', '2 celery ribs', '3 tablespoons unsalted butter', '1/3 pound Italian sausage (sweet or spicy)', '1 cup fresh cranberries', '1/8 cup sugar', '1/4 cup finely chopped Italian parsley', '1 tablespoon minced sage', '1 cup chicken broth', '2 tablespoons ground flax seed', '6 tablespoons water', '1 cup gluten-free flour', '1 cup yellow cornmeal', '1/4 cup rapadura sugar', '4 teaspoons baking powder', '3/4 teaspoons sea salt', '1 cup hemp milk, or soy milk (or buttermilk, for non-vegans)', '1/4 cup canola oil, or raw sesame oil (or melted butter, for non-vegans)']","['Peanut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/f07/f0728893d4f91590f82334c8794ab008.jpg
"Green Bean Casserole (The Vegan, Gluten Free Sequel)","['4-5 large shallots, thinly sliced', '1/2 tsp fresh cracked pepper', '1/2 tsp sea salt', '3 tbsp white rice flour', '7 tbsp vegetable oil (split into 3 Tbsp, 2 Tsbp and 2 Tbsp)', '1 tsp corn starch', '3/4 -1 1/4 cup vegetable stock', '10 oz cremini (brown) mushroom, sliced into 1/4” pieces', '1 tbsp Tamari (wheat/gluten free) soy sauce', '1 medium onion, chopped', '6 x cloves of garlic, minced', '1 1/2 lb fresh green beans, ends trimmed, and cut into 2” pieces', '5 springs thyme', '4 x bay leaves', '3/4 cup cashew cream', 'salt and fresh cracked pepper to taste']","['Vegetarian', 'Peanut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/875/8753d4f3a74d03c19ba804929db94ad0.jpg
Chickpea Miso Gravy Bowl with Sweet and Tangy Portobello Mushrooms recipes,"['2 tablespoons vegan butter (I used soy-free)', '2 tablespoons sorghum flour', '3/4 cup low-sodium vegetable broth', '1 1/2 tablespoons chickpea miso, or to taste', '1 tablespoon potato starch', '1 tablespoon coconut aminos', 'ground black pepper', 'fine sea salt', '1 large sweet potato', '1 cup uncooked quinoa', '4 medium/large Portobello mushroom caps (or 4-5 cups sliced cremini mushrooms)', '3-4 tablespoons balsamic vinegar, to taste', '1 teaspoon garlic powder or 2 minced garlic cloves', '1 tablespoon coconut aminos', 'fine sea salt', 'ground black pepper']","['Vegan', 'Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/2fd/2fda4784165becab13b86689adf03b6b
Guilt-Free Salad,"['8 ounces bean sprouts', '1 cup julienne cucumber', '1 canned pink salmon (5 oz), drained', '4 tablespoons mayonnaise (fat free or low fat would be better)', '2 teaspoons sesame oil', '2 teaspoons soy sauce']","['Sugar-Conscious', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/8d0/8d04834d3c54b4076f21e7b8753752c5.jpg
Soba Noodle Salad with Chicken and Scallions,"['¾ lb. gluten-free soba (Japanese buckwheat noodles)', '¼ c. gluten-free soy or tamari sauce', '2 tbsp. rice vinegar', '1 tbsp. vegetable oil', '1 tsp. sugar', '1 clove garlic', '1 tsp. finely grated peeled fresh ginger', '¾ lb. shredded cooked chicken', '6 scallions', '2¼ c. thinly sliced red cabbage']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/7bf/7bf693f3ef209358294184359ed2d93f.jpg
Grilled Pork Tenderloin With Orange Marmalade Glaze,"['1/3 cup soy sauce (use gluten-free soy sauce for gluten-free version)', '1/3 cup orange marmalade', '1/3 cup honey', '1 Tbsp plus 1 teaspoon rice wine vinegar', 'Pinch of crushed red pepper flakes', '1 lb pork tenderloin', '2 scallions, thinly sliced (optional)']","['Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Fat'],https://www.edamam.com/web-img/29d/29d2233fed3f9f30612da3fffadf61b2.jpg
Gluten-Free Tuesday: Funfetti Cupcakes Recipe,"['1 3/4 cups granulated sugar', '1 3/4 cups white rice flour', '1/2 cup sweet rice flour', '1/2 cup potato starch', '1 tablespoon baking powder', '1 teaspoon salt', '1/2 teaspoon xanthan gum', '4 ounces solid shortening', '1 cup water', '1/3 cup vegetable oil', '4 large eggs', '2 teaspoons vanilla extract', '1 teaspoon almond extract', '1/3 cup sprinkles plus more for sprinkling on top of the cake, if desired', 'Gluten-free icing']","['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/2d6/2d6476f0b80cb4b491fb40c8155c76a3.jpg
