name,ingredients,health-info,diet,image
Chocolate peanut butter meringue stack,"['275 g butter , at room temperature, plus extra for greasing', '100 g dark chocolate (70% cocoa solids) , plus extra to serve', '275 g light brown sugar', '5 large free-range eggs', '100 g ground almonds', '175 g self-raising flour', '2 tablespoons cocoa powder', '1 tesapoon baking powder', '150 ml milk', '200 g caster sugar', '6 tablespoons crunchy peanut butter', '200 ml double cream', '200 g fat-free Greek yoghurt', '2 tablespoons groundnut oil']","['Vegetarian', 'Alcohol-Free']",[],https://www.edamam.com/web-img/275/2758012fb1bfc278471e8c04defa6166.jpg
Gluten-Free Peanut Butter Cookies,"['1 cup Creamy Peanut Butter', '1 cup White Sugar', '1 tsp Baking Powder', '1 x Egg', '1 x white sugar']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/ffb/ffbc2849fc29de4aad7feba6ddd1f66f.jpg
Fresh-ground Peanut Butter Cookies,"['1 cup fresh ground peanut butter', '1 cup sugar', '1 large egg lightly beaten', '1 teaspoon baking soda', '1 teaspoon pure vanilla extract (nielsen massey is certified gluten free)', '1/4 cup semi-sweet or dark mini-chocolate chips (optional)']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/aee/aee0871f6dabff7a99a07ea5918c5381.JPG
"Chocolate, Banana and Peanut Malted (Sponsored)","['1 packet Classic Chocolate Malt Flavor Carnation® Breakfast Essentials Complete Nutritional Drink', '1 cup fat free milk', '½ banana', '½ cup ice cubes', '1 tablespoon creamy peanut butter']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/1f7/1f704b7a70739ee382a4b3fe2335541e.jpeg
Peanut Butter Ice Cream With a Hard Chocolate Shell,"['* 1/4cup chunky peanut butter', '* 8ounces frozen fat-free whipped topping, thawed', '* 2ounces dark chocolate (70 percent cacao), chopped', '* 2teaspoons vegetable oil', '* 2tablespoons salted peanuts, chopped']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/105/1059d40be8d7837afaf8ba76bfa2e42c.jpg
Crispy Peanut Butter Chocolate Chip Cookies (Gluten-Free) recipes,"['1 flax egg: (1 tbsp ground flax mixed with 3 tbsp water)', '1/4 cup non-dairy buttery spread (I used soy-free Earth Balance in the red tub) (45g)', '1/4 cup natural peanut butter (70g)', '1/2 cup lightly packed brown sugar (80g)', '1/4 cup organic cane sugar (55g)', '1 tsp vanilla extract', '1/2 tsp baking soda', '1/2 tsp baking powder', '1/2 tsp fine grain sea salt', '1 cup gluten-free rolled oats, blended into a flour (105g or 1 cup oat flour)', '1 cup almonds, blended into a flour (145g or 1 cup + 2 tbsp almond flour)', '1/3 cup dark chocolate chips (I used Enjoy Life mini chocolate chips, but you can use regular sized too)']","['Vegetarian', 'Alcohol-Free']",[],https://www.edamam.com/web-img/94f/94fcd38ee3312d2c8097f73d5dcfa1b7
Sweet Peanut Sauce,"['1/2 cup creamy natural unsalted peanut butter', '1/2 cup fat-free evaporated milk', '2 tablespoons honey']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/f72/f723b1f7950b4f8ef6483dc0ce7ce7ac.jpg
Gluten-Free Brownies recipes,"['8 tablespoons unsalted butter (1 stick), cut into 8 pieces, plus more for coating the pan', '4 ounces unsweetened chocolate, finely chopped', '1/3 cup gluten-free oat flour', '1/3 cup sweet rice flour', '1 teaspoon xanthan gum', '1 teaspoon baking powder', '1/2 teaspoon fine salt', '1 cup granulated sugar', '2 large eggs', '1 teaspoon vanilla extract', '1/4 cup natural peanut butter, at room temperature (optional)']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/31c/31c991671875eeaa0797f16166e76284
Keto Peanut Butter Cup Fat Bombs,"['2 1/2 c. sugar-free chocolate chips', '2 1/2 tbsp. coconut oil, divided', '3/4 c. sugar-free smooth peanut butter']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/ddc/ddcf485537096bf8ccd4a7b13e38df1e.jpg
Vegan banana & peanut butter cupcakes,"['240g self-raising flour', '140g golden caster sugar', '1 tsp bicarbonate of soda', '240g egg-free mayonnaise', '2 large or 3 small ripe banana, mashed', '1 tsp vanilla extract', '25g vegan dark chocolate chip', '80g vegan margarine', '250g icing sugar', '25ml vegan milk (we used almond milk)', '2 tbsp smooth peanut butter']","['Vegetarian', 'Alcohol-Free']",[],https://www.edamam.com/web-img/b7e/b7e776d9c66c596b09da21c8ed3b943c.jpg
Chocolate peanut butter cheesecake,"['200g/7oz digestive biscuits', '50g/2oz salted peanuts', '100g/3½oz dark chocolate chips', '50g/2oz unsalted butter, softened', '500g/1lb 1oz cream cheese', '3 free-range eggs', '3 free-range egg yolks', '200g/7oz caster sugar', '125ml/4¼fl oz soured cream', '250g/9oz smooth peanut butter', '250ml/9fl oz soured cream', '100g/3½oz milk chocolate chips', '30g/1¼oz soft brown sugar']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/1eb/1eb6b822f6b20394d5f416c821f72830.jpg
Gluten-Free Peanut Butter Cookies,"['1 cup creamy peanut butter', '1 teaspoon baking soda', '1/2 teaspoon gluten-free vanilla extract', '3/4 cup sugar', '1 large egg', '1/3 cup chocolate chips (optional)']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/420/420a0d54e10f85e994686efd579f6b5c.jpg
Peanut Butter Spread recipes,"['1/3 cup creamy peanut butter', '1/4 cup powdered sugar', '1 tablespoon fat-free milk', '1/4 teaspoon vanilla extract']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/8ca/8ca903c7f6c4c404d35f5ce211c6d478
Justin’s Peanut Butter Balls,"['2 Cups peanut butter, such as Justins', '1/3 Cup maple syrup', '¼ Cup coconut flour', '½ Teaspoon salt', '2/3 Cups gluten free granola', '6 dark chocolate peanut butter cups, such as Justins']","['Vegetarian', 'Alcohol-Free']",[],https://www.edamam.com/web-img/927/92765caa3aa13aeec01a34372836a951.jpg
Spicy Peanut Soba Noodle Salad recipes,"['5 tablespoons peanut butter', '5 tablespoons water', '5 tablespoons soy sauce, or tamari for gluten free', '2 tablespoons sesame oil (optional – for flavor)', '2 tablespoons honey', 'juice of 1 lime', '1 clove garlic', '1/4 cup chili sauce like sriracha (more or less depending on spice tolerance)', '1/2 cup peanuts', '1 lb. chicken breast', '1 red bell pepper', '3-4 cups chopped purple cabbage', '10 ounces soba noodles', 'fresh cilantro', 'peanuts']","['Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/3fd/3fd67f1946e1d785dd3e00e2ef23059f
Peanut Better Balls,"['1 cup 100% natural peanut butter (smooth or crunchy)', '3.5-4 tablespoons pure maple syrup, to taste', '2-3 tablespoons coconut flour (I used 2)', 'fine grain sea salt, to taste (I used 1/4 teaspoon)', '6 tablespoons gluten-free rice crisp cereal', '3/4 cup dark chocolate chips (I use Enjoy Life)', '1/2 tablespoon coconut oil']","['Vegetarian', 'Alcohol-Free']",[],https://www.edamam.com/web-img/176/176dd85bf38bf9a69939dab583006644.jpg
Gluten Free Peanut Butter And Jelly Cookies,"['½ cup creamy roasted peanut butter', '¼ cup Spectrum vegan shortening', '½ cup coconut palm sugar', '1 egg', '1 ¼ cups blanched almond flour', '½ teaspoon celtic sea salt', '½ cup Cascadian Farms raspberry jam']","['Vegetarian', 'Alcohol-Free']",[],https://www.edamam.com/web-img/b56/b5626711ba2aa56d60e736b06d26d7a8.jpg
5-ingredient Gluten-Free Flourless Peanut Butter Cookies recipes,"['1 egg', '1 cup granulated sugar', '1 cup creamy peanut butter (Jif, Skippy or your favorite commercial brand)', '1 teaspoon vanilla extract', '½ teaspoon baking soda', 'coarse sugar']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/a17/a17acb4a16bca3c227604a1ff27e7940
Peanut Butter Pancakes,"['1 1/2 cups all-purpose flour', '6 tablespoons sugar', '2 teaspoons baking powder', '1/4 teaspoon salt', '1 1/4 cups fat-free milk', '1/4 cup chunky peanut butter', '1 tablespoon roasted peanut oil or vegetable oil', '1/2 teaspoon vanilla extract', '2 large eggs, lightly beaten']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/05f/05f202a7fa3a3ae21f9e20b623502026.jpg
Gluten-Free Chocolate Chip Peanut Butter Cookies Recipe,"['3/4 cup (3 ounces) white rice flour', '1 teaspoon baking soda', '1 cup (about 9 ounces) dark brown sugar', '1 cup (about 8 ounces) smooth or creamy peanut butter', '2 large eggs', '1 teaspoon pure vanilla extract', '1 cup milk chocolate chips']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/637/637c1187d4f11990964f3ffcba119102.jpg
Apple-Pear Crisp with Peanut Butter recipes,"['0.50 c. old-fashioned oats', '3 small Gala or Empire apples', '2 medium pears', '1 tbsp. water', '2 tsp. brown sugar', '0.50 tsp. ground cinnamon', '0.50 tsp. ground ginger', '0.50 c. dried cranberries', '0.33 c. chunky, sweetened peanut butter', '3 tbsp. whole wheat flour', '0.25 c. fat-free whipped cream']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/117/1179355c46fb6e6b74ecf38014212d5b
Chocolate and Peanut Butter Cookies,"['1 cup organic peanut butter', '1 cup mashed banana (approx 1 large banana)', '? cup coconut sugar', '¼ cup xylitol', '¼ cup [non-dairy] milk', '½ cup brown rice flour', '½ cup plain gluten-free flour', '1 tbsp raw cacao powder', '1 tsp bicarbonate of soda', '1 tsp baking powder', '1 tsp potato starch', '¼ cup chopped nuts']","['Vegetarian', 'Alcohol-Free']",[],https://www.edamam.com/web-img/831/831b0d732664e5e7379eb827810d6342.jpg
Gluten-free Scallion Pancakes,"['3/4 cups gluten-free flour blend of your choice (i use about 1/2 cup brown rice flour and 1/4 cup tapioca starch)', '1/4 cup sweet rice flour (also known as mochi rice flour)', '1/2 teaspoon kosher salt', '1 cup cold water', '4 scallions, trimmed and finely minced', '1/3 cup wheat- and gluten-free tamari or soy sauce', '3 tablespoons rice wine vinegar', '3-4 dashes sesame oil', '1 small garlic clove, thinly sliced', '1/4 teaspoon freshly grated ginger', '3-4 dashes chile oil (optional)', '1/4 cup safflower, canola, or peanut oil for cooking the pancakes']","['Sugar-Conscious', 'Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/0e4/0e4d2ad0c556acbd202f05153e1303d6.jpg
Peanut Butter Banana Cake,"['4 x Ripe bananas, mashed', '1/2 cup Organic peanut butter or Sunflower seed butter', '1/4 cup Honey or Organic Agave nectar', '2 x Eggs', '2 tsp Bourbon vanilla extract', '1/2 cup Coconut flour', '1 cup Almond Meal', '1 dash stevia powder', '1 dash Cinnamon or Nutmeg to taste', '1 tsp Baking Soda', '1 tsp Baking Powder', '1/4 tsp Salt if you´re using salt free peanut butter']",['Vegetarian'],[],https://www.edamam.com/web-img/421/42153b941faa7437dfa76ff80d5c6962.jpg
Gluten Free Peanut Butter Cookies,"['1 1/2 Cup Creamy Peanut Butter (I use all natural)', '1 Cup Brown Sugar', '1 Egg', '2 Teaspoons Good Quality Vanilla', '1/2 Teaspoon Baking Soda']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/458/458267831b902d2f63662cc29793c585.jpg
Peanut Butter Pie,"['1 c. powdered sugar', ""1 c. natural-style, reduced-fat creamy peanut butter (such as Smucker's)"", '1 block 1/3-less-fat cream cheese', '1 can fat-free sweetened condensed milk', '12 oz. frozen fat-free whipped topping', '2 reduced-fat graham cracker crusts', '20 tsp. fat-free chocolate sundae syrup']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/a59/a5973bb77c47aeeb903d7770613df11d.jpg
Peanut Butter Bars,"['1 cup reduced fat creamy peanut butter', '3 tablespoons butter or margarine, softened', '1 cup powdered sugar', '3 tablespoons fat free milk', ""3 cups KELLOGG'S® RICE KRISPIES® cereal or 3 cups KELLOGG'S® COCOA KRISPIES® cereal"", '1/4 cup semi-sweet chocolate morsels, melted']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/db5/db5328dac3e842491f94f0026c308868.jpeg
Peanut Butter Pie,"['1/2 cup reduced-fat peanut butter', '4 ounces fat-free cream cheese', '4 ounces reduced-fat cream cheese', '1/2 cup fat-free sweetened condensed milk', '2 tablespoons lemon juice', '1 cup light frozen whipped topping,thawed', '5 tablespoons mini chocolate chips', '1 preapred reduced-fat chocolate cookie pie crust (9"")']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/0dd/0dd6cae4137bff53209958a9065b21a8.jpg
Onion and Peanut Chutney,"['1 big red onion', '1 handful of roasted peanuts (husk free)', '3-4 of your spicy dried red chilies', '1tsp of sesame oil', 'A pinch of asafetida', '¼ tsp mustard seeds', 'Fresh curry leaves', '1tsp of sesame oil']","['Sugar-Conscious', 'Vegan', 'Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/d71/d712da31533891f9c64bc1203e3a1a21.jpg
"Gluten-free, Sugar-free, Dairy-free Brownies","['2/3 cups olive oil', '1/3 cup cocoa powder', '2 eggs', '3/4 cups honey', '1 teaspoon vanilla extract', '3/4 cups blend of corn and rice flour', '1/3 cup nuts (i used slivered almonds)', '3/4 cups unsweetened peanut butter, if desired, for \x93frosting\x94']","['Vegetarian', 'Alcohol-Free']",[],https://www.edamam.com/web-img/e37/e37d7c629d652eed4f63d745c1b8e7e8.jpg
Flourless Peanut Butter Cookies,"['1 tablespoon (5 g) ground flax*', '3 tablespoons (45 mL) water', '1/2 cup (53 g) unsweetened shredded coconut', '1/2 cup (52 g) gluten-free rolled oats', '1/2 cup (68 g) packed brown sugar', '1 teaspoon baking powder', '1/2 teaspoon fine sea salt (reduce salt if using salted peanut butter)', '1/4 cup (49 g) mini non-dairy chocolate chips**', '1/2 cup (125 mL) natural smooth peanut butter***', '1 teaspoon (5 mL) pure vanilla extract', '2 tablespoons (30 mL) pure maple syrup']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/f36/f36adbbbc4027203a740657a944f0c57.jpg
Peanut Butter Rice Krispie Treats,"['3 tbsp. coconut oil', '1 bag marshmallows', '¾ c. creamy peanut butter', '7 oz. Rice Krispies Gluten Free with Brown Rice']","['Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/227/227f5c4680bcc5f0aab7d5e32f3073af.jpg
The Biggest Loser Bootcamp Peanut Butter Fudge,"['2 Ounces chocolate (at least fifty percent cacao)', '2 Tablespoons fat-free evaporated milk', '2 Tablespoons powdered peanut butter', 'Dash of vanilla extract of other extract']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/2a4/2a4e17758862e6d06363315f7bd9e30e.jpg
Peanut Butter Pie,"['1 cup powdered sugar', ""1 cup natural-style, reduced-fat creamy peanut butter (such as Smucker's)"", '1 (8-ounce) block 1/3-less-fat cream cheese, softened', '1 (14-ounce) can fat-free sweetened condensed milk', '12 ounces frozen fat-free whipped topping, thawed', '2 (6-ounce) reduced-fat graham cracker crusts', '20 teaspoons fat-free chocolate sundae syrup']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/393/39306a0e046c694956bc5d9ebb5fb31a.jpg
Gluten-Free Tuesday: Chocolate Dipped Nutter Butters Recipe,"['For the Cookie', '1.25 ounces (1/2 cup) gluten-free oats', '2 ounces (1/2 cup) white rice flour', '1 ounce (1/4 cup) cornstarch', '1.25 ounces (1/4 cup) sweet rice flour', '1/2 teaspoon salt', '1/4 teaspoon xanthan gum', '1/2 cup vegetable shortening', '2/3 cup granulated sugar', '1 large egg', '3 tablespoons smooth peanut butter. (Natural peanut butter does not work well in this recipe.)', 'For the Filling', '1/2 cup smooth peanut butter', '3/4 cup powdered sugar', '2 teaspoons water', 'For the Coating', '12 ounces milk, dark, or white chocolate, chopped']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/215/21556b5c2f8cd61c9d01818d81e05c35.jpg
Gluten-Free Peanut Butter-Chocolate Chunk Cookies,"['1 cup chunky peanut butter', '2/3 cup granulated sugar, plus more for rolling', '1/3 cup packed light brown sugar', '1/2 teaspoon kosher salt', '1/2 teaspoon pure vanilla extract', '1 large egg', '3 ounces bittersweet chocolate, finely chopped']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/057/05740c971e98dcdb64dcc1dcf1779f3b.jpeg
Peanut Butter-Banana Spirals,"['½ c. reduced-fat peanut butter', '⅓ c. vanilla low-fat yogurt', '1 tbsp. orange juice', '2 ripe bananas', '4 fat-free flour tortillas', '2 tbsp. honey-crunch wheat germ', '¼ tsp. ground cinnamon']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/b8d/b8d8c897411765fcb19a94dd15008a3b.jpg
Chocolate-Peanut Butter Cupcakes II,"['3/4 cup all-purpose flour', '1/2 cup whole wheat pastry flour', '1/2 cup unsweetened cocoa powder', '1 teaspoon baking soda', '1 teaspoon baking powder', '1/2 teaspoon salt', '3/4 cup granulated sugar', '4 egg whites', '1 egg', '3 tablespoons canola oil', '1 teaspoon pure vanilla extract', '1 1/2 cups plain low-fat yogurt', '3/4 cup omega-3-enriched peanut butter (such as Smart Balance)', ""3/4 cup Confectioners' sugar"", '3 ounces fat-free cream cheese', '1/4 cup fat-free evaporated milk']","['Tree-Nut-Free', 'Alcohol-Free']",['Balanced'],https://www.edamam.com/web-img/a09/a09aa48a16d4b20ce84979798c29a521.jpg
Gluten-Free Chocolate Cookies With Peanut Butter Chips Recipe,"['3/4 cup (3 ounces) white rice flour', '1/4 cup (1 ounce) sweet rice flour', '1/2 cup (2 ounces) cocoa powder, natural or Dutch-process', '1/2 teaspoon baking soda', '1/2 teaspoon table salt', '1 1/4 cups (10 ounces) granulated sugar', '4 ounces milk or dark chocolate, melted and cooled slightly', '1 stick (4 ounces) unsalted butter, melted and cooled slightly', '2 large eggs', '1 teaspoon pure vanilla extract', '1 cup peanut butter chips or chopped unsalted peanuts (see note above)']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/637/637c1187d4f11990964f3ffcba119102.jpg
Peanut Butter Pie recipes,"['1 cup powdered sugar', '1 (8-ounce) block light cream cheese, softened', ""1 cup natural-style, reduced-fat creamy peanut butter (such as Smucker's)"", '1 (14-ounce) can fat-free sweetened condensed milk', '1 12-ounce tub frozen fat-free whipped topping, thawed', '2 9-inch ready-made reduced-fat graham cracker shells', '4 teaspoons fat-free chocolate sundae syrup']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/357/357d69501092c34a3028d2caf2d60757
Gluten-Free Peanut Butter and Jelly Cookies,"['1/2 Cup creamy peanut butter or sunbutter', '1/4 Cup vegetable shortening', '1/2 Cup coconut sugar', '1 egg', '1 1/4 Cup blanched almond flour', '1/2 Teaspoon Celtic sea salt', '1/2 Cup Cascadian Farms raspberry jam']","['Vegetarian', 'Alcohol-Free']",[],https://www.edamam.com/web-img/3dd/3dd93b215369f69e74102c9707f17a26.jpg
Peanut Butter Cookies,"['3/4 cup plus 2 tablespoons peanut butter', '2 tablespoons margarine, softened', '3/4 cup all-purpose flour', '1/3 cup measures-like-sugar calorie-free sweetener', '1 large egg, lightly beaten', '1/4 teaspoon vanilla extract']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/7ee/7ee3a328e140b20b809861fd81a6cf67.jpg
"The Elvis Presley Peanut Butter, Banana, and Bacon Sandwich Recipe","['4 thick slices good-quality white bread', '2 tablespoons crunchy peanut butter', '1 banana, mashed with the back of a fork', '1 tablespoon honey', '8 slices free-range streaky bacon', 'Butter, for frying (optional)']","['Tree-Nut-Free', 'Alcohol-Free']",['Low-Carb'],https://www.edamam.com/web-img/1af/1af744ef4c8af13e35793fcf731fd172.jpg
Peanut Butter Ice Cream Sandwiches,"['3 tablespoons no-sugar-added creamy peanut butter', '2 cups vanilla no-sugar-added, fat-free ice cream, softened', '16 (2-inch-diameter) gingersnaps']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/eb0/eb0e74976f276bdcbbd08c200f8a5740.jpg
Peanut Butter Cookie Moon Pies,"[""2¼ c. Silvana's Kitchen Gluten-Free All-Purpose Flour"", '1 tsp. baking powder', '½ tsp. baking soda', '¾ tsp. salt', '1½ stick unsalted butter', '¾ c. creamy peanut butter', '1 c. sugar', '1 tbsp. molasses', '1 large egg', '1 tbsp. pure vanilla extract', '¾ c. marshmallow creme', '1½ lb. milk chocolate']","['Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/ea7/ea71f73a2803c31ce2497bfc15a3ba86.jpg
Family-Favorite Peanut Butter Cake recipes,"['1/2 Cup creamy peanut butter', '6 Tablespoons butter', '1 Cup water', '2 Cups all-purpose flour', '1 1/2 Cup sugar', '1/2 Cup buttermilk', '1/4 Cup unsweetened applesauce', '1 1/4 Teaspoon baking powder', '1 Teaspoon vanilla extract', '1/2 Teaspoon salt', '1/4 Teaspoon baking soda', '1/4 Cup butter, cubed', '2 Tablespoons fat-free milk', ""1 3/4 Cup confectioners' sugar"", '1 Teaspoon vanilla extract', '1/4 Cup creamy peanut butter']","['Vegetarian', 'Tree-Nut-Free', 'Alcohol-Free']",[],https://www.edamam.com/web-img/5d1/5d177664df53c2aa22b4382bc446c4a6
